Run,Assay Type,AvgSpotLen,BioProject,BioSample,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,facs_sorting,GEO_Accession,Instrument,LibraryLayout,LibrarySelection,LibrarySource,MBases,MBytes,Organism,passage,Platform,ReleaseDate,sample_acc,Sample Name,source_name,SRA Study
SRR2977685,RNA-Seq,51,PRJNA305280,SAMN04322230,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467271,not sorted,GSM1965002,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,481,283,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1195091,GSM1965002,undifferentiated human embryonic stem cells,SRP067036
SRR2977686,RNA-Seq,51,PRJNA305280,SAMN04322231,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467272,not sorted,GSM1965003,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,533,315,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1195088,GSM1965003,undifferentiated human embryonic stem cells,SRP067036
SRR2977687,RNA-Seq,51,PRJNA305280,SAMN04322232,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467273,not sorted,GSM1965004,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,452,266,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1195089,GSM1965004,undifferentiated human embryonic stem cells,SRP067036
SRR2977688,RNA-Seq,51,PRJNA305280,SAMN04322233,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467274,not sorted,GSM1965005,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,374,230,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1195087,GSM1965005,undifferentiated human embryonic stem cells,SRP067036
SRR2977689,RNA-Seq,51,PRJNA305280,SAMN04322234,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467275,not sorted,GSM1965006,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,447,265,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1195086,GSM1965006,undifferentiated human embryonic stem cells,SRP067036
SRR2977690,RNA-Seq,51,PRJNA305280,SAMN04322235,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467276,not sorted,GSM1965007,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,433,260,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1195085,GSM1965007,undifferentiated human embryonic stem cells,SRP067036
SRR2977691,RNA-Seq,51,PRJNA305280,SAMN04322236,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467277,not sorted,GSM1965008,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,282,171,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1195084,GSM1965008,undifferentiated human embryonic stem cells,SRP067036
SRR2977692,RNA-Seq,51,PRJNA305280,SAMN04322237,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467278,not sorted,GSM1965009,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,448,271,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1195083,GSM1965009,undifferentiated human embryonic stem cells,SRP067036
SRR2977693,RNA-Seq,51,PRJNA305280,SAMN04322238,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467279,not sorted,GSM1965010,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,328,197,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1195081,GSM1965010,undifferentiated human embryonic stem cells,SRP067036
SRR2977694,RNA-Seq,51,PRJNA305280,SAMN04322239,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467280,not sorted,GSM1965011,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,356,214,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1195080,GSM1965011,undifferentiated human embryonic stem cells,SRP067036
SRR2977695,RNA-Seq,51,PRJNA305280,SAMN04322240,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467281,not sorted,GSM1965012,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,326,197,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1195079,GSM1965012,undifferentiated human embryonic stem cells,SRP067036
SRR2977696,RNA-Seq,51,PRJNA305280,SAMN04322241,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467282,not sorted,GSM1965013,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,360,217,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1195077,GSM1965013,undifferentiated human embryonic stem cells,SRP067036
SRR2977697,RNA-Seq,51,PRJNA305280,SAMN04322242,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467283,not sorted,GSM1965014,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,440,269,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1195078,GSM1965014,undifferentiated human embryonic stem cells,SRP067036
SRR2977698,RNA-Seq,51,PRJNA305280,SAMN04322243,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467284,not sorted,GSM1965015,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,234,144,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1195075,GSM1965015,undifferentiated human embryonic stem cells,SRP067036
SRR2977699,RNA-Seq,51,PRJNA305280,SAMN04322244,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467285,not sorted,GSM1965016,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,395,241,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1195076,GSM1965016,undifferentiated human embryonic stem cells,SRP067036
SRR2977700,RNA-Seq,51,PRJNA305280,SAMN04322245,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467286,not sorted,GSM1965017,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,381,235,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1195073,GSM1965017,undifferentiated human embryonic stem cells,SRP067036
SRR2977701,RNA-Seq,51,PRJNA305280,SAMN04322246,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467287,not sorted,GSM1965018,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,362,222,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1195071,GSM1965018,undifferentiated human embryonic stem cells,SRP067036
SRR2977702,RNA-Seq,51,PRJNA305280,SAMN04322247,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467288,not sorted,GSM1965019,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,416,254,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1195069,GSM1965019,undifferentiated human embryonic stem cells,SRP067036
SRR2977703,RNA-Seq,51,PRJNA305280,SAMN04322248,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467289,not sorted,GSM1965020,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,431,262,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1195072,GSM1965020,undifferentiated human embryonic stem cells,SRP067036
SRR2977704,RNA-Seq,51,PRJNA305280,SAMN04322249,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467290,not sorted,GSM1965021,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,359,224,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1195068,GSM1965021,undifferentiated human embryonic stem cells,SRP067036
SRR2977705,RNA-Seq,51,PRJNA305280,SAMN04322163,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467291,not sorted,GSM1965022,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,422,255,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1195067,GSM1965022,undifferentiated human embryonic stem cells,SRP067036
SRR2977706,RNA-Seq,51,PRJNA305280,SAMN04322164,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467292,not sorted,GSM1965023,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,257,161,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1195066,GSM1965023,undifferentiated human embryonic stem cells,SRP067036
SRR2977707,RNA-Seq,51,PRJNA305280,SAMN04322165,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467293,not sorted,GSM1965024,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,461,279,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1195062,GSM1965024,undifferentiated human embryonic stem cells,SRP067036
SRR2977708,RNA-Seq,51,PRJNA305280,SAMN04322166,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467294,not sorted,GSM1965025,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,304,184,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1195064,GSM1965025,undifferentiated human embryonic stem cells,SRP067036
SRR2977709,RNA-Seq,51,PRJNA305280,SAMN04322167,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467295,not sorted,GSM1965026,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,432,265,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1195061,GSM1965026,undifferentiated human embryonic stem cells,SRP067036
SRR2977710,RNA-Seq,51,PRJNA305280,SAMN04322168,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467296,not sorted,GSM1965027,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,403,247,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1195060,GSM1965027,undifferentiated human embryonic stem cells,SRP067036
SRR2977711,RNA-Seq,51,PRJNA305280,SAMN04322250,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467297,not sorted,GSM1965028,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,373,228,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1195063,GSM1965028,undifferentiated human embryonic stem cells,SRP067036
SRR2977712,RNA-Seq,51,PRJNA305280,SAMN04322251,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467298,not sorted,GSM1965029,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,325,201,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1195059,GSM1965029,undifferentiated human embryonic stem cells,SRP067036
SRR2977713,RNA-Seq,51,PRJNA305280,SAMN04322252,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467299,not sorted,GSM1965030,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,367,225,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1195070,GSM1965030,undifferentiated human embryonic stem cells,SRP067036
SRR2977714,RNA-Seq,51,PRJNA305280,SAMN04322169,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467300,not sorted,GSM1965031,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,379,233,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1195058,GSM1965031,undifferentiated human embryonic stem cells,SRP067036
SRR2977715,RNA-Seq,51,PRJNA305280,SAMN04322170,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467301,not sorted,GSM1965032,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,445,270,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1195056,GSM1965032,undifferentiated human embryonic stem cells,SRP067036
SRR2977716,RNA-Seq,51,PRJNA305280,SAMN04322171,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467302,not sorted,GSM1965033,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,344,217,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1195057,GSM1965033,undifferentiated human embryonic stem cells,SRP067036
SRR2977717,RNA-Seq,51,PRJNA305280,SAMN04322172,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467303,not sorted,GSM1965034,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,348,211,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1195054,GSM1965034,undifferentiated human embryonic stem cells,SRP067036
SRR2977718,RNA-Seq,51,PRJNA305280,SAMN04322173,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467304,not sorted,GSM1965035,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,434,262,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1195055,GSM1965035,undifferentiated human embryonic stem cells,SRP067036
SRR2977719,RNA-Seq,51,PRJNA305280,SAMN04322174,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467305,not sorted,GSM1965036,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,423,256,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1195053,GSM1965036,undifferentiated human embryonic stem cells,SRP067036
SRR2977720,RNA-Seq,51,PRJNA305280,SAMN04322175,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467306,not sorted,GSM1965037,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,423,258,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1195051,GSM1965037,undifferentiated human embryonic stem cells,SRP067036
SRR2977721,RNA-Seq,51,PRJNA305280,SAMN04322176,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467307,not sorted,GSM1965038,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,421,258,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1195052,GSM1965038,undifferentiated human embryonic stem cells,SRP067036
SRR2977722,RNA-Seq,51,PRJNA305280,SAMN04322177,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467308,not sorted,GSM1965039,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,399,246,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1195050,GSM1965039,undifferentiated human embryonic stem cells,SRP067036
SRR2977723,RNA-Seq,51,PRJNA305280,SAMN04322178,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467309,not sorted,GSM1965040,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,425,259,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1195049,GSM1965040,undifferentiated human embryonic stem cells,SRP067036
SRR2977724,RNA-Seq,51,PRJNA305280,SAMN04322179,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467310,not sorted,GSM1965041,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,396,245,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1195048,GSM1965041,undifferentiated human embryonic stem cells,SRP067036
SRR2977725,RNA-Seq,51,PRJNA305280,SAMN04322180,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467311,not sorted,GSM1965042,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,392,242,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1195047,GSM1965042,undifferentiated human embryonic stem cells,SRP067036
SRR2977726,RNA-Seq,51,PRJNA305280,SAMN04322181,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467312,not sorted,GSM1965043,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,447,274,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1195046,GSM1965043,undifferentiated human embryonic stem cells,SRP067036
SRR2977727,RNA-Seq,51,PRJNA305280,SAMN04322182,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467313,not sorted,GSM1965044,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,298,181,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1195045,GSM1965044,undifferentiated human embryonic stem cells,SRP067036
SRR2977728,RNA-Seq,51,PRJNA305280,SAMN04322183,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467314,not sorted,GSM1965045,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,422,262,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1195044,GSM1965045,undifferentiated human embryonic stem cells,SRP067036
SRR2977729,RNA-Seq,51,PRJNA305280,SAMN04322184,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467315,not sorted,GSM1965046,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,377,228,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1195041,GSM1965046,undifferentiated human embryonic stem cells,SRP067036
SRR2977730,RNA-Seq,51,PRJNA305280,SAMN04322185,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467316,not sorted,GSM1965047,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,152,113,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1195037,GSM1965047,undifferentiated human embryonic stem cells,SRP067036
SRR2977731,RNA-Seq,51,PRJNA305280,SAMN04322186,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467317,not sorted,GSM1965048,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,304,185,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1195040,GSM1965048,undifferentiated human embryonic stem cells,SRP067036
SRR2977732,RNA-Seq,51,PRJNA305280,SAMN04322187,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467318,not sorted,GSM1965049,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,352,217,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1195038,GSM1965049,undifferentiated human embryonic stem cells,SRP067036
SRR2977733,RNA-Seq,51,PRJNA305280,SAMN04322188,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467319,not sorted,GSM1965050,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,335,210,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1195039,GSM1965050,undifferentiated human embryonic stem cells,SRP067036
SRR2977734,RNA-Seq,51,PRJNA305280,SAMN04322189,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467320,not sorted,GSM1965051,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,303,187,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1195042,GSM1965051,undifferentiated human embryonic stem cells,SRP067036
SRR2977735,RNA-Seq,51,PRJNA305280,SAMN04322190,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467321,not sorted,GSM1965052,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,328,201,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1195036,GSM1965052,undifferentiated human embryonic stem cells,SRP067036
SRR2977736,RNA-Seq,51,PRJNA305280,SAMN04322191,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467322,not sorted,GSM1965053,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,307,189,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1195035,GSM1965053,undifferentiated human embryonic stem cells,SRP067036
SRR2977737,RNA-Seq,51,PRJNA305280,SAMN04322192,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467323,not sorted,GSM1965054,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,384,236,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1195034,GSM1965054,undifferentiated human embryonic stem cells,SRP067036
SRR2977738,RNA-Seq,51,PRJNA305280,SAMN04321776,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467324,not sorted,GSM1965055,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,434,266,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1195033,GSM1965055,undifferentiated human embryonic stem cells,SRP067036
SRR2977739,RNA-Seq,51,PRJNA305280,SAMN04321777,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467325,not sorted,GSM1965056,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,129,95,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1195031,GSM1965056,undifferentiated human embryonic stem cells,SRP067036
SRR2977740,RNA-Seq,51,PRJNA305280,SAMN04321778,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467326,not sorted,GSM1965057,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,269,162,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1195029,GSM1965057,undifferentiated human embryonic stem cells,SRP067036
SRR2977741,RNA-Seq,51,PRJNA305280,SAMN04321779,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467327,not sorted,GSM1965058,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,387,234,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1195030,GSM1965058,undifferentiated human embryonic stem cells,SRP067036
SRR2977742,RNA-Seq,51,PRJNA305280,SAMN04321780,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467328,not sorted,GSM1965059,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,482,306,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1195032,GSM1965059,undifferentiated human embryonic stem cells,SRP067036
SRR2977743,RNA-Seq,51,PRJNA305280,SAMN04321781,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467329,not sorted,GSM1965060,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,361,246,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1195027,GSM1965060,undifferentiated human embryonic stem cells,SRP067036
SRR2977744,RNA-Seq,51,PRJNA305280,SAMN04321782,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467330,not sorted,GSM1965061,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,359,213,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1195026,GSM1965061,undifferentiated human embryonic stem cells,SRP067036
SRR2977745,RNA-Seq,51,PRJNA305280,SAMN04321783,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467331,not sorted,GSM1965062,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,376,258,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1195025,GSM1965062,undifferentiated human embryonic stem cells,SRP067036
SRR2977746,RNA-Seq,51,PRJNA305280,SAMN04321784,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467332,not sorted,GSM1965063,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,325,196,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1195028,GSM1965063,undifferentiated human embryonic stem cells,SRP067036
SRR2977747,RNA-Seq,51,PRJNA305280,SAMN04321785,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467333,not sorted,GSM1965064,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,206,140,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1195022,GSM1965064,undifferentiated human embryonic stem cells,SRP067036
SRR2977748,RNA-Seq,51,PRJNA305280,SAMN04321786,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467334,not sorted,GSM1965065,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,399,259,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1195023,GSM1965065,undifferentiated human embryonic stem cells,SRP067036
SRR2977749,RNA-Seq,51,PRJNA305280,SAMN04321787,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467335,not sorted,GSM1965066,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,358,217,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1195021,GSM1965066,undifferentiated human embryonic stem cells,SRP067036
